ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
abjure	abZyR	abjurer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	a_b|Z_y_R_#	a_b|j_u_r_e	0.14	0.77
abjurer	abZyRe	abjurer	VER	VER			inf;	a_b|Z_y|R_e	a_b|j_u|r_er	0.68	0.22
abjurez	abZyRe	abjurer	VER	VER			imp:pre:2p;ind:pre:2p;	a_b|Z_y|R_e	a_b|j_u|r_ez	0.0	0.4
abjurons	abZyR§	abjurer	VER	VER			ind:pre:1p;	a_b|Z_y|R_§	a_b|j_u|r_ons	0.07	0.0
abjuré	abZyRe	abjurer	VER	VER	m	s	par:pas;	a_b|Z_y|R_e	a_b|j_u|r_é	0.41	0.0
abkhaze	abkaz	abkhaze	ADJ	ADJ	f	s		a_b|k_#_a_z_#	a_b|k_h_a_z_e	0.07	0.0
ablatif	ablatif	ablatif	NOM	NOM	m	s		a|b_l_a|t_i_f	a|b_l_a|t_i_f	0.14	0.0
ablation	ablasj§	ablation	NOM	NOM	f	s		a|b_l_a|s_j_§	a|b_l_a|t_i_on	1.28	0.43
ablations	ablasj§	ablation	NOM	NOM	f	p		a|b_l_a|s_j_§_#	a|b_l_a|t_i_on_s	0.07	0.03
able	abl	able	NOM	NOM	m	s		a_b_l_#	a_b_l_e	0.14	0.68
ablette	ablEt	ablette	NOM	NOM	f	s		a|b_l_E_t_#	a|b_l_e_tt_e	0.41	0.0
ablettes	ablEt	ablette	NOM	NOM	f	p		a|b_l_E_t_#	a|b_l_e_tt_es	0.54	0.14
ablution	ablysj§	ablution	NOM	NOM	f	s		a|b_l_y|s_j_§	a|b_l_u|t_i_on	0.14	0.01
ablutions	ablysj§	ablution	NOM	NOM	f	p		a|b_l_y|s_j_§_#	a|b_l_u|t_i_on_s	1.42	0.47
abnégation	abnegasj§	abnégation	NOM	NOM	f	s		a_b|n_e|g_a|s_j_§	a_b|n_é|g_a|t_i_on	3.58	0.91
aboi	abwa	aboi	NOM	NOM	m	s		a|b_wa	a|b_oi	0.88	0.0
aboie	abwa	aboyer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	a|b_wa_#	a|b_oi_e	2.03	2.91
aboiement	abwam@	aboiement	NOM	NOM	m	s		a|b_wa_#|m_@	a|b_oi_e|m_ent	2.36	0.44
aboiements	abwam@	aboiement	NOM	NOM	m	p		a|b_wa_#|m_@_#	a|b_oi_e|m_en_ts	3.58	1.35
aboient	abwa	aboyer	VER	VER			ind:pre:3p;	a|b_wa_#	a|b_oi_ent	0.81	0.54
aboiera	abwaRa	aboyer	VER	VER			ind:fut:3s;	a|b_wa_#|R_a	a|b_oi_e|r_a	0.0	0.21
aboierait	abwaRE	aboyer	VER	VER			cnd:pre:3s;	a|b_wa_#|R_E	a|b_oi_e|r_ait	0.07	0.01
aboieront	abwaR§	aboyer	VER	VER			ind:fut:3p;	a|b_wa_#|R_§	a|b_oi_e|r_ont	0.07	0.01
aboies	abwa	aboyer	VER	VER			ind:pre:2s;	a|b_wa_#	a|b_oi_es	0.0	0.42
abois	abwa	aboi	NOM	NOM	m	p		a|b_wa_#	a|b_oi_s	2.7	0.78
aboli	aboli	abolir	VER	ADJ,VER	m	s	par:pas;	a|b_o|l_i	a|b_o|l_i	1.42	1.1
aboli	aboli	aboli	ADJ	ADJ,VER	m	s		a|b_o|l_i	a|b_o|l_i	1.28	0.02
abolie	aboli	aboli	ADJ	ADJ,VER	f	s		a|b_o|l_i_#	a|b_o|l_i_e	0.61	0.06
abolie	aboli	abolir	VER	ADJ,VER	f	s	par:pas;	a|b_o|l_i_#	a|b_o|l_i_e	0.54	0.06
abolies	aboli	abolir	VER	ADJ,VER	f	p	par:pas;	a|b_o|l_i_#	a|b_o|l_i_es	0.34	0.11
abolies	aboli	aboli	ADJ	ADJ,VER	f	p		a|b_o|l_i_#	a|b_o|l_i_es	0.27	0.0
abolir	aboliR	abolir	VER	VER			inf;	a|b_o|l_i_R	a|b_o|l_i_r	2.97	1.08
abolira	aboliRa	abolir	VER	VER			ind:fut:3s;	a|b_o|l_i|R_a	a|b_o|l_i|r_a	0.34	0.01
abolirait	aboliRE	abolir	VER	VER			cnd:pre:3s;	a|b_o|l_i|R_E	a|b_o|l_i|r_ait	0.07	0.0
aboliras	aboliRa	abolir	VER	VER			ind:fut:2s;	a|b_o|l_i|R_a	a|b_o|l_i|r_as	0.0	0.01
abolis	aboli	abolir	VER	ADJ,VER	m	p	ind:pre:1s;par:pas;	a|b_o|l_i_#	a|b_o|l_i_s	0.41	0.14
abolis	aboli	aboli	ADJ	ADJ,VER	m	p		a|b_o|l_i_#	a|b_o|l_i_s	0.41	0.0
abolissaient	abolisE	abolir	VER	VER			ind:imp:3p;	a|b_o|l_i|s_E	a|b_o|l_i|ss_aient	0.41	0.0
abolissais	abolisE	abolir	VER	VER			ind:imp:1s;	a|b_o|l_i|s_E	a|b_o|l_i|ss_ais	0.07	0.0
abolissait	abolisE	abolir	VER	VER			ind:imp:3s;	a|b_o|l_i|s_E	a|b_o|l_i|ss_ait	0.74	0.0
abolissant	abolis@	abolir	VER	VER			par:pre;	a|b_o|l_i|s_@	a|b_o|l_i|ss_ant	0.54	0.25
abolissent	abolis	abolir	VER	VER			ind:pre:3p;	a|b_o|l_i_s_#	a|b_o|l_i_ss_ent	0.14	0.0
abolissions	abolisj§	abolir	VER	VER			ind:imp:1p;	a|b_o|l_i|s_j_§	a|b_o|l_i|ss_i_ons	0.07	0.0
abolissons	abolis§	abolir	VER	VER			imp:pre:1p;ind:pre:1p;	a|b_o|l_i|s_§	a|b_o|l_i|ss_ons	0.0	0.02
abolit	aboli	abolir	VER	VER			ind:pre:3s;ind:pas:3s;	a|b_o|l_i	a|b_o|l_it	1.28	0.29
abolition	abolisj§	abolition	NOM	NOM	f	s		a|b_o|l_i|s_j_§	a|b_o|l_i|t_i_on	1.49	0.45
abolitionniste	abolisjonist	abolitionniste	NOM	ADJ,NOM		s		a|b_o|l_i|s_j_o|n_i_s_t_#	a|b_o|l_i|t_i_o|nn_i_s_t_e	0.0	0.07
abolitionniste	abolisjonist	abolitionniste	ADJ	ADJ,NOM	m	s		a|b_o|l_i|s_j_o|n_i_s_t_#	a|b_o|l_i|t_i_o|nn_i_s_t_e	0.0	0.03
abolitionnistes	abolisjonist	abolitionniste	NOM	ADJ,NOM		p		a|b_o|l_i|s_j_o|n_i_s_t_#	a|b_o|l_i|t_i_o|nn_i_s_t_es	0.07	0.1
abolitionnistes	abolisjonist	abolitionniste	ADJ	ADJ,NOM		p		a|b_o|l_i|s_j_o|n_i_s_t_#	a|b_o|l_i|t_i_o|nn_i_s_t_es	0.07	0.0
abominable	abominabl	abominable	ADJ	ADJ		s		a|b_o|m_i|n_a_b_l_#	a|b_o|m_i|n_a_b_l_e	8.99	4.78
abominablement	abominabl°m@	abominablement	ADV	ADV				a|b_o|m_i|n_a|b_l_°|m_@	a|b_o|m_i|n_a|b_l_e|m_ent	0.68	0.01
abominables	abominabl	abominable	ADJ	ADJ		p		a|b_o|m_i|n_a_b_l_#	a|b_o|m_i|n_a_b_l_es	2.23	0.62
abominaient	abominE	abominer	VER	VER			ind:imp:3p;	a|b_o|m_i|n_E	a|b_o|m_i|n_aient	0.07	0.0
abomination	abominasj§	abomination	NOM	NOM	f	s		a|b_o|m_i|n_a|s_j_§	a|b_o|m_i|n_a|t_i_on	3.04	1.24
abominations	abominasj§	abomination	NOM	NOM	f	p		a|b_o|m_i|n_a|s_j_§_#	a|b_o|m_i|n_a|t_i_on_s	1.49	0.69
abomine	abomin	abominer	VER	VER			ind:pre:1s;ind:pre:3s;	a|b_o|m_i_n_#	a|b_o|m_i_n_e	0.41	0.0
abominer	abomine	abominer	VER	VER			inf;	a|b_o|m_i|n_e	a|b_o|m_i|n_er	0.07	0.0
abonda	ab§da	abonder	VER	VER			ind:pas:3s;	a|b_§|d_a	a|b_on|d_a	0.27	0.0
abondai	ab§de	abonder	VER	VER			ind:pas:1s;	a|b_§|d_e	a|b_on|d_ai	0.07	0.0
abondaient	ab§dE	abonder	VER	VER			ind:imp:3p;	a|b_§|d_E	a|b_on|d_aient	1.42	0.12
abondais	ab§dE	abonder	VER	VER			ind:imp:1s;	a|b_§|d_E	a|b_on|d_ais	0.14	0.01
abondait	ab§dE	abonder	VER	VER			ind:imp:3s;	a|b_§|d_E	a|b_on|d_ait	0.47	0.02
abondamment	ab§dam@	abondamment	ADV	ADV				a|b_§|d_a|m_@	a|b_on|d_a|mm_ent	4.93	0.3
abondance	ab§d@s	abondance	NOM	NOM	f	s		a|b_§|d_@_s_#	a|b_on|d_an_c_e	9.39	2.76
abondant	ab§d@	abondant	ADJ	ADJ,VER	m	s		a|b_§|d_@	a|b_on|d_ant	1.42	0.09
abondant	ab§d@	abonder	VER	ADJ,VER			par:pre;	a|b_§|d_@	a|b_on|d_ant	0.07	0.02
abondante	ab§d@t	abondant	ADJ	ADJ	f	s		a|b_§|d_@_t_#	a|b_on|d_an_t_e	3.45	0.89
abondantes	ab§d@t	abondant	ADJ	ADJ	f	p		a|b_§|d_@_t_#	a|b_on|d_an_t_es	1.22	0.33
abondants	ab§d@	abondant	ADJ	ADJ	m	p		a|b_§|d_@_#	a|b_on|d_an_ts	0.95	0.05
abondassent	ab§das	abonder	VER	VER			sub:imp:3p;	a|b_§|d_a_s_#	a|b_on|d_a_ss_ent	0.07	0.0
abonde	ab§d	abonder	VER	VER			ind:pre:1s;ind:pre:3s;	a|b_§_d_#	a|b_on_d_e	0.81	0.28
abondent	ab§d	abonder	VER	VER			ind:pre:3p;	a|b_§_d_#	a|b_on_d_ent	0.47	0.63
abonder	ab§de	abonder	VER	VER			inf;	a|b_§|d_e	a|b_on|d_er	0.61	0.03
abondé	ab§de	abonder	VER	VER	m	s	par:pas;	a|b_§|d_e	a|b_on|d_é	0.2	0.01
abonnai	abone	abonner	VER	VER			ind:pas:1s;	a|b_o|n_e	a|b_o|nn_ai	0.07	0.0
abonnant	abOn@	abonner	VER	VER			par:pre;	a|b_O|n_@	a|b_o|nn_ant	0.0	0.01
abonne	abOn	abonner	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	a|b_O_n_#	a|b_o_nn_e	0.07	0.18
abonnement	abOn°m@	abonnement	NOM	NOM	m	s		a|b_O|n_°|m_@	a|b_o|nn_e|m_ent	1.55	3.37
abonnements	abOn°m@	abonnement	NOM	NOM	m	p		a|b_O|n_°|m_@_#	a|b_o|nn_e|m_en_ts	0.07	1.45
abonner	abone	abonner	VER	VER			inf;	a|b_o|n_e	a|b_o|nn_er	0.14	0.27
abonnez	abone	abonner	VER	VER			imp:pre:2p;ind:pre:2p;	a|b_o|n_e	a|b_o|nn_ez	0.07	0.03
abonnât	abona	abonner	VER	VER			sub:imp:3s;	a|b_o|n_a	a|b_o|nn_ât	0.07	0.0
abonné	abone	abonner	VER	VER,ADJ,NOM	m	s	par:pas;	a|b_o|n_e	a|b_o|nn_é	0.88	0.3
abonné	abone	abonné	ADJ	VER,ADJ,NOM	m	s		a|b_o|n_e	a|b_o|nn_é	0.0	0.3
abonné	abone	abonné	NOM	VER,ADJ,NOM	m	s		a|b_o|n_e	a|b_o|nn_é	0.34	0.3
abonnée	abone	abonner	VER	VER,ADJ,NOM	f	s	par:pas;	a|b_o|n_e_#	a|b_o|nn_é_e	0.68	0.15
abonnée	abone	abonné	NOM	VER,ADJ,NOM	f	s		a|b_o|n_e_#	a|b_o|nn_é_e	0.14	0.04
abonnée	abone	abonné	ADJ	VER,ADJ,NOM	f	s		a|b_o|n_e_#	a|b_o|nn_é_e	0.0	0.01
abonnées	abone	abonné	NOM	VER,NOM	f	p		a|b_o|n_e_#	a|b_o|nn_é_es	0.2	0.02
abonnées	abone	abonner	VER	VER,NOM	f	p	par:pas;	a|b_o|n_e_#	a|b_o|nn_é_es	0.0	0.01
abonnés	abone	abonné	NOM	VER,ADJ,NOM	m	p		a|b_o|n_e_#	a|b_o|nn_é_s	1.55	0.52
abonnés	abone	abonner	VER	VER,ADJ,NOM	m	p	par:pas;	a|b_o|n_e_#	a|b_o|nn_é_s	0.14	0.16
abonnés	abone	abonné	ADJ	VER,ADJ,NOM	m	p		a|b_o|n_e_#	a|b_o|nn_é_s	0.0	0.16
abord	abOR	abord	NOM	NOM	m	s		a|b_O_R_#	a|b_o_r_d	7.3	0.89
aborda	abORda	aborder	VER	VER			ind:pas:3s;	a|b_O_R|d_a	a|b_o_r|d_a	3.99	0.16
abordable	abORdabl	abordable	ADJ	ADJ		s		a|b_O_R|d_a_b_l_#	a|b_o_r|d_a_b_l_e	0.2	0.34
abordables	abORdabl	abordable	ADJ	ADJ		p		a|b_O_R|d_a_b_l_#	a|b_o_r|d_a_b_l_es	0.0	0.13
abordage	abORdaZ	abordage	NOM	NOM	m	s		a|b_O_R|d_a_Z	a|b_o_r|d_a_ge	1.42	1.17
abordages	abORdaZ	abordage	NOM	NOM	m	p		a|b_O_R|d_a_Z_#	a|b_o_r|d_a_g_es	0.07	0.05
abordai	abORde	aborder	VER	VER			ind:pas:1s;	a|b_O_R|d_e	a|b_o_r|d_ai	0.61	0.0
abordaient	abORdE	aborder	VER	VER			ind:imp:3p;	a|b_O_R|d_E	a|b_o_r|d_aient	1.28	0.03
abordais	abORdE	aborder	VER	VER			ind:imp:1s;	a|b_O_R|d_E	a|b_o_r|d_ais	0.54	0.0
abordait	abORdE	aborder	VER	VER			ind:imp:3s;	a|b_O_R|d_E	a|b_o_r|d_ait	2.5	0.47
abordant	abORd@	aborder	VER	VER			par:pre;	a|b_O_R|d_@	a|b_o_r|d_ant	1.42	0.03
aborde	abORd	aborder	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	a|b_O_R_d_#	a|b_o_r_d_e	2.36	1.76
abordent	abORd	aborder	VER	VER			ind:pre:3p;	a|b_O_R_d_#	a|b_o_r_d_ent	0.54	0.09
aborder	abORde	aborder	VER	VER			inf;	a|b_O_R|d_e	a|b_o_r|d_er	12.91	5.65
abordera	abORd°Ra	aborder	VER	VER			ind:fut:3s;	a|b_O_R|d_°|R_a	a|b_o_r|d_e|r_a	0.34	0.2
aborderai	abORd°Re	aborder	VER	VER			ind:fut:1s;	a|b_O_R|d_°|R_e	a|b_o_r|d_e|r_ai	0.14	0.08
aborderaient	abORd°RE	aborder	VER	VER			cnd:pre:3p;	a|b_O_R|d_°|R_E	a|b_o_r|d_e|r_aient	0.07	0.0
aborderais	abORd°RE	aborder	VER	VER			cnd:pre:1s;	a|b_O_R|d_°|R_E	a|b_o_r|d_e|r_ais	0.07	0.02
aborderait	abORd°RE	aborder	VER	VER			cnd:pre:3s;	a|b_O_R|d_°|R_E	a|b_o_r|d_e|r_ait	0.14	0.02
aborderiez	abORd°Rje	aborder	VER	VER			cnd:pre:2p;	a|b_O_R|d_°|R_j_e	a|b_o_r|d_e|r_i_ez	0.0	0.01
aborderions	abORd°Rj§	aborder	VER	VER			cnd:pre:1p;	a|b_O_R|d_°|R_j_§	a|b_o_r|d_e|r_i_ons	0.14	0.0
aborderons	abORd°R§	aborder	VER	VER			ind:fut:1p;	a|b_O_R|d_°|R_§	a|b_o_r|d_e|r_ons	0.07	0.09
aborderont	abORd°R§	aborder	VER	VER			ind:fut:3p;	a|b_O_R|d_°|R_§	a|b_o_r|d_e|r_ont	0.14	0.04
abordes	abORd	aborder	VER	VER			ind:pre:2s;	a|b_O_R_d_#	a|b_o_r_d_es	0.07	0.36
abordez	abORde	aborder	VER	VER			imp:pre:2p;ind:pre:2p;	a|b_O_R|d_e	a|b_o_r|d_ez	0.0	0.75
abordiez	abORdje	aborder	VER	VER			ind:imp:2p;	a|b_O_R|d_j_e	a|b_o_r|d_i_ez	0.07	0.02
abordions	abORdj§	aborder	VER	VER			ind:imp:1p;	a|b_O_R|d_j_§	a|b_o_r|d_i_ons	0.34	0.04
abordons	abORd§	aborder	VER	VER			imp:pre:1p;ind:pre:1p;	a|b_O_R|d_§	a|b_o_r|d_ons	0.41	0.72
abords	abOR	abord	NOM	NOM	m	p		a|b_O_R_#	a|b_o_r_ds	11.76	1.33
abordâmes	abORdam	aborder	VER	VER			ind:pas:1p;	a|b_O_R|d_a_m_#	a|b_o_r|d_â_m_es	0.27	0.0
abordèrent	abORdER	aborder	VER	VER			ind:pas:3p;	a|b_O_R|d_E_R_#	a|b_o_r|d_è_r_ent	0.68	0.01
abordé	abORde	aborder	VER	VER,ADJ	m	s	par:pas;	a|b_O_R|d_e	a|b_o_r|d_é	2.97	1.36
abordé	abORde	abordé	ADJ	VER,ADJ	m	s		a|b_O_R|d_e	a|b_o_r|d_é	0.14	0.03
abordée	abORde	aborder	VER	VER	f	s	par:pas;	a|b_O_R|d_e_#	a|b_o_r|d_é_e	0.54	0.34
abordées	abORde	aborder	VER	VER,ADJ	f	p	par:pas;	a|b_O_R|d_e_#	a|b_o_r|d_é_es	0.2	0.05
abordées	abORde	abordé	ADJ	VER,ADJ	f	p		a|b_O_R|d_e_#	a|b_o_r|d_é_es	0.07	0.0
abordés	abORde	aborder	VER	VER,ADJ	m	p	par:pas;	a|b_O_R|d_e_#	a|b_o_r|d_é_s	0.41	0.26
abordés	abORde	abordé	ADJ	VER,ADJ	m	p		a|b_O_R|d_e_#	a|b_o_r|d_é_s	0.0	0.12
aborigène	aboRiZEn	aborigène	NOM	ADJ,NOM		s		a|b_o|R_i|Z_E_n_#	a|b_o|r_i|g_è_n_e	0.0	0.21
aborigène	aboRiZEn	aborigène	ADJ	ADJ,NOM		s		a|b_o|R_i|Z_E_n_#	a|b_o|r_i|g_è_n_e	0.0	0.1
aborigènes	aboRiZEn	aborigène	NOM	ADJ,NOM		p		a|b_o|R_i|Z_E_n_#	a|b_o|r_i|g_è_n_es	0.14	0.39
aborigènes	aboRiZEn	aborigène	ADJ	ADJ,NOM		p		a|b_o|R_i|Z_E_n_#	a|b_o|r_i|g_è_n_es	0.07	0.07
abornement	abORn°m@	abornement	NOM	NOM	m	s		a|b_O_R|n_°|m_@	a|b_o_r|n_e|m_ent	0.07	0.0
abortif	abORtif	abortif	ADJ	ADJ	m	s		a|b_O_R|t_i_f	a|b_o_r|t_i_f	0.0	0.01
abortive	abORtiv	abortif	ADJ	ADJ	f	s		a|b_O_R|t_i_v_#	a|b_o_r|t_i_v_e	0.14	0.01
abortives	abORtiv	abortif	ADJ	ADJ	f	p		a|b_O_R|t_i_v_#	a|b_o_r|t_i_v_es	0.2	0.02
abouchaient	abuSE	aboucher	VER	VER			ind:imp:3p;	a|b_u|S_E	a|b_ou|ch_aient	0.07	0.0
abouchais	abuSE	aboucher	VER	VER			ind:imp:1s;	a|b_u|S_E	a|b_ou|ch_ais	0.07	0.0
abouchait	abuSE	aboucher	VER	VER			ind:imp:3s;	a|b_u|S_E	a|b_ou|ch_ait	0.07	0.0
abouchant	abuS@	aboucher	VER	VER			par:pre;	a|b_u|S_@	a|b_ou|ch_ant	0.07	0.0
abouchements	abuS°m@	abouchement	NOM	NOM	m	p		a|b_u|S_°|m_@_#	a|b_ou|ch_e|m_en_ts	0.07	0.0
aboucher	abuSe	aboucher	VER	VER			inf;	a|b_u|S_e	a|b_ou|ch_er	0.34	0.0
abouché	abuSe	aboucher	VER	VER	m	s	par:pas;	a|b_u|S_e	a|b_ou|ch_é	0.07	0.0
abouchée	abuSe	aboucher	VER	VER	f	s	par:pas;	a|b_u|S_e_#	a|b_ou|ch_é_e	0.07	0.0
abouchés	abuSe	aboucher	VER	VER	m	p	par:pas;	a|b_u|S_e_#	a|b_ou|ch_é_s	0.07	0.0
aboule	abul	abouler	VER	VER			imp:pre:2s;ind:pre:3s;	a|b_u_l_#	a|b_ou_l_e	0.34	1.43
abouler	abule	abouler	VER	VER			inf;	a|b_u|l_e	a|b_ou|l_er	0.14	0.11
aboules	abul	abouler	VER	VER			ind:pre:2s;	a|b_u_l_#	a|b_ou_l_es	0.0	0.01
aboulez	abule	abouler	VER	VER			imp:pre:2p;	a|b_u|l_e	a|b_ou|l_ez	0.14	0.25
aboulie	abuli	aboulie	NOM	NOM	f	s		a|b_u|l_i_#	a|b_ou|l_i_e	0.14	0.0
aboulique	abulik	aboulique	NOM	NOM		s		a|b_u|l_i_k_#	a|b_ou|l_i_qu_e	0.07	0.0
abouliques	abulik	aboulique	ADJ	ADJ		p		a|b_u|l_i_k_#	a|b_ou|l_i_qu_es	0.14	0.0
abounas	abuna	abouna	NOM	NOM	m	p		a|b_u|n_a_#	a|b_ou|n_a_s	0.07	0.0
about	abu	about	NOM	NOM	m	s		a|b_u_#	a|b_ou_t	0.47	5.94
aboutait	abutE	abouter	VER	VER			ind:imp:3s;	a|b_u|t_E	a|b_ou|t_ait	0.07	0.0
abouti	abuti	aboutir	VER	ADJ,VER	m	s	par:pas;	a|b_u|t_i	a|b_ou|t_i	2.84	1.24
abouti	abuti	abouti	ADJ	ADJ,VER	m	s		a|b_u|t_i	a|b_ou|t_i	0.14	0.04
aboutie	abuti	abouti	ADJ	ADJ,VER	f	s		a|b_u|t_i_#	a|b_ou|t_i_e	0.07	0.04
aboutie	abuti	aboutir	VER	ADJ,VER	f	s	par:pas;	a|b_u|t_i_#	a|b_ou|t_i_e	0.0	0.04
aboutir	abutiR	aboutir	VER	VER			inf;	a|b_u|t_i_R	a|b_ou|t_i_r	9.8	1.34
aboutira	abutiRa	aboutir	VER	VER			ind:fut:3s;	a|b_u|t_i|R_a	a|b_ou|t_i|r_a	0.41	0.29
aboutirai	abutiRe	aboutir	VER	VER			ind:fut:1s;	a|b_u|t_i|R_e	a|b_ou|t_i|r_ai	0.07	0.0
aboutiraient	abutiRE	aboutir	VER	VER			cnd:pre:3p;	a|b_u|t_i|R_E	a|b_ou|t_i|r_aient	0.14	0.01
aboutirais	abutiRE	aboutir	VER	VER			cnd:pre:1s;	a|b_u|t_i|R_E	a|b_ou|t_i|r_ais	0.14	0.0
aboutirait	abutiRE	aboutir	VER	VER			cnd:pre:3s;	a|b_u|t_i|R_E	a|b_ou|t_i|r_ait	0.61	0.05
aboutiras	abutiRa	aboutir	VER	VER			ind:fut:2s;	a|b_u|t_i|R_a	a|b_ou|t_i|r_as	0.07	0.0
aboutirent	abutiR	aboutir	VER	VER			ind:pas:3p;	a|b_u|t_i_R_#	a|b_ou|t_i_r_ent	0.68	0.0
aboutirons	abutiR§	aboutir	VER	VER			ind:fut:1p;	a|b_u|t_i|R_§	a|b_ou|t_i|r_ons	0.0	0.01
aboutiront	abutiR§	aboutir	VER	VER			ind:fut:3p;	a|b_u|t_i|R_§	a|b_ou|t_i|r_ont	0.27	0.04
aboutis	abuti	aboutir	VER	ADJ,VER	m	p	ind:pre:1s;ind:pre:2s;par:pas;	a|b_u|t_i_#	a|b_ou|t_i_s	0.34	0.07
aboutis	abuti	abouti	ADJ	ADJ,VER	m	p		a|b_u|t_i_#	a|b_ou|t_i_s	0.0	0.03
aboutissaient	abutisE	aboutir	VER	VER			ind:imp:3p;	a|b_u|t_i|s_E	a|b_ou|t_i|ss_aient	1.15	0.15
aboutissait	abutisE	aboutir	VER	VER			ind:imp:3s;	a|b_u|t_i|s_E	a|b_ou|t_i|ss_ait	2.5	0.03
aboutissant	abutis@	aboutir	VER	VER,NOM			par:pre;	a|b_u|t_i|s_@	a|b_ou|t_i|ss_ant	1.15	0.0
aboutissant	abutis@	aboutissant	NOM	VER,NOM	m	s		a|b_u|t_i|s_@	a|b_ou|t_i|ss_ant	0.14	0.0
aboutissants	abutis@	aboutissant	NOM	NOM	m	p		a|b_u|t_i|s_@_#	a|b_ou|t_i|ss_an_ts	0.81	0.09
aboutisse	abutis	aboutir	VER	VER			sub:pre:1s;sub:pre:3s;	a|b_u|t_i_s_#	a|b_ou|t_i_ss_e	0.41	0.08
aboutissement	abutis°m@	aboutissement	NOM	NOM	m	s		a|b_u|t_i|s_°|m_@	a|b_ou|t_i|ss_e|m_ent	4.05	0.5
aboutissent	abutis	aboutir	VER	VER			ind:pre:3p;	a|b_u|t_i_s_#	a|b_ou|t_i_ss_ent	1.49	0.47
aboutissez	abutise	aboutir	VER	VER			ind:pre:2p;	a|b_u|t_i|s_e	a|b_ou|t_i|ss_ez	0.07	0.02
aboutissiez	abutisje	aboutir	VER	VER			ind:imp:2p;	a|b_u|t_i|s_j_e	a|b_ou|t_i|ss_i_ez	0.07	0.0
aboutissions	abutisj§	aboutir	VER	VER			ind:imp:1p;	a|b_u|t_i|s_j_§	a|b_ou|t_i|ss_i_ons	0.07	0.0
aboutit	abuti	aboutir	VER	VER			ind:pre:3s;ind:pas:3s;	a|b_u|t_i	a|b_ou|t_it	3.45	1.5
aboutonnai	abutone	aboutonner	VER	VER			ind:pas:1s;	a|b_u|t_o|n_e	a|b_ou|t_o|nn_ai	0.07	0.0
aboutons	abut§	abouter	VER	VER			imp:pre:1p;	a|b_u|t_§	a|b_ou|t_ons	0.07	0.0
aboutîmes	abutim	aboutir	VER	VER			ind:pas:1p;	a|b_u|t_i_m_#	a|b_ou|t_î_m_es	0.14	0.0
aboya	abwaja	aboyer	VER	VER			ind:pas:3s;	a|b_wa_j|a	a|b_o_y|a	1.42	0.0
aboyaient	abwajE	aboyer	VER	VER			ind:imp:3p;	a|b_wa_j|E	a|b_o_y|aient	0.68	0.05
aboyait	abwajE	aboyer	VER	VER			ind:imp:3s;	a|b_wa_j|E	a|b_o_y|ait	1.55	0.33
aboyant	abwaj@	aboyer	VER	ADJ,VER			par:pre;	a|b_wa_j|@	a|b_o_y|ant	1.28	0.18
aboyant	abwaj@	aboyant	ADJ	ADJ,VER	m	s		a|b_wa_j|@	a|b_o_y|ant	0.14	0.01
aboyante	abwaj@t	aboyant	ADJ	ADJ	f	s		a|b_wa_j|@_t_#	a|b_o_y|an_t_e	0.07	0.0
aboyer	abwaje	aboyer	VER	VER			inf;	a|b_wa_j|e	a|b_o_y|er	3.04	2.39
aboyeur	abwaj9R	aboyeur	NOM	ADJ,NOM	m	s		a|b_wa_j|9_R	a|b_o_y|eu_r	0.34	0.05
aboyeur	abwaj9R	aboyeur	ADJ	ADJ,NOM	m	s		a|b_wa_j|9_R	a|b_o_y|eu_r	0.0	0.03
aboyeurs	abwaj9R	aboyeur	NOM	ADJ,NOM	m	p		a|b_wa_j|9_R_#	a|b_o_y|eu_r_s	0.27	0.01
aboyeurs	abwaj9R	aboyeur	ADJ	ADJ,NOM	m	p		a|b_wa_j|9_R_#	a|b_o_y|eu_r_s	0.14	0.0
aboyons	abwaj§	aboyer	VER	VER			ind:pre:1p;	a|b_wa_j|§	a|b_o_y|ons	0.07	0.1
aboyèrent	abwajER	aboyer	VER	VER			ind:pas:3p;	a|b_wa_j|E_R_#	a|b_o_y|è_r_ent	0.27	0.0
aboyé	abwaje	aboyer	VER	VER	m	s	par:pas;	a|b_wa_j|e	a|b_o_y|é	0.54	0.28
abracadabra	abRakadabRa	abracadabra	NOM	NOM	m	s		a|b_R_a|k_a|d_a|b_R_a	a|b_r_a|c_a|d_a|b_r_a	0.27	0.98
abracadabrant	abRakadabR@	abracadabrant	ADJ	ADJ	m	s		a|b_R_a|k_a|d_a|b_R_@	a|b_r_a|c_a|d_a|b_r_ant	0.2	0.03
abracadabrante	abRakadabR@t	abracadabrant	ADJ	ADJ	f	s		a|b_R_a|k_a|d_a|b_R_@_t_#	a|b_r_a|c_a|d_a|b_r_an_t_e	0.0	0.13
abracadabrantes	abRakadabR@t	abracadabrant	ADJ	ADJ	f	p		a|b_R_a|k_a|d_a|b_R_@_t_#	a|b_r_a|c_a|d_a|b_r_an_t_es	0.34	0.1
